,Word,Sentiment
1615,dismissively,1
1616,disobedience,1
1617,disobedient,1
1618,disobey,1
1619,disown,1
1620,disorder,1
1621,disordered,1
1622,disorderly,1
1623,disorganized,1
1624,disorient,1
1625,disoriented,1
1626,disparage,1
1627,disparaging,1
1628,disparagingly,1
1629,dispensable,1
1630,dispirit,1
1631,dispirited,1
1632,dispiritedly,1
1633,dispiriting,1
1634,displace,1
1635,displaced,1
1636,displease,1
1637,displeasing,1
1638,displeasure,1
1639,disproportionate,1
1640,disprove,1
1641,disputable,1
1642,dispute,1
1643,disputed,1
1644,disquiet,1
1645,disquieting,1
1646,disquietingly,1
1647,disquietude,1
1648,disregard,1
1649,disregardful,1
1650,disreputable,1
1651,disrepute,1
1652,disrespect,1
1653,disrespectable,1
1654,disrespectablity,1
1655,disrespectful,1
1656,disrespectfully,1
1657,disrespectfulness,1
1658,disrespecting,1
1659,disrupt,1
1660,disruption,1
1661,disruptive,1
1662,dissatisfaction,1
1663,dissatisfactory,1
1664,dissatisfied,1
1665,dissatisfy,1
1666,dissatisfying,1
1667,dissemble,1
1668,dissembler,1
1669,dissension,1
1670,dissent,1
1671,dissenter,1
1672,dissention,1
1673,disservice,1
1674,dissidence,1
1675,dissident,1
1676,dissidents,1
1677,dissocial,1
1678,dissolute,1
1679,dissolution,1
1680,dissonance,1
1681,dissonant,1
1682,dissonantly,1
1683,dissuade,1
1684,dissuasive,1
1685,distaste,1
1686,distasteful,1
1687,distastefully,1
1688,distinct,0
1689,distinction,0
1690,distinctive,0
1691,distinguish,0
1692,distinguished,0
1693,distort,1
1694,distortion,1
1695,distract,1
1696,distracting,1
1697,distraction,1
1698,distraught,1
1699,distraughtly,1
1700,distraughtness,1
1701,distress,1
1702,distressed,1
1703,distressing,1
1704,distressingly,1
1705,distrust,1
1706,distrustful,1
1707,distrusting,1
1708,disturb,1
1709,disturbed,1
1710,disturbed-let,1
1711,disturbing,1
1712,disturbingly,1
1713,disunity,1
1714,disvalue,1
1715,divergent,1
1716,diversified,0
1717,divide,1
1718,divided,1
1719,divine,0
1720,divinely,0
1721,division,1
1722,divisive,1
1723,divisively,1
1724,divisiveness,1
1725,divorce,1
1726,divorced,1
1727,dizzy,1
1728,dizzing,1
1729,dizzingly,1
1730,doddering,1
1731,dodge,0
1732,dodgey,1
1733,dogged,1
1734,doggedly,1
1735,dogmatic,1
1736,doldrums,1
1737,dominance,1
1738,dominate,1
1739,domination,1
1740,domineer,1
1741,domineering,1
1742,doom,1
1743,doomsday,1
1744,dope,1
1745,dote,0
1746,dotingly,0
1747,doubt,1
1748,doubtful,1
1749,doubtfully,1
1750,doubtless,0
1751,doubts,1
1752,down,1
1753,downbeat,1
1754,downcast,1
1755,downer,1
1756,downfall,1
1757,downfallen,1
1758,downgrade,1
1759,downhearted,1
1760,downheartedly,1
1761,downside,1
1762,drab,1
1763,draconian,1
1764,draconic,1
1765,dragon,1
1766,dragons,1
1767,dragoon,1
1768,drain,1
1769,drama,1
1770,drastic,1
1771,drastically,1
1772,dread,1
1773,dreadful,1
1774,dreadfully,1
1775,dreadfulness,1
1776,dream,0
1777,dreamland,0
1778,dreams,0
1779,dreamy,0
1780,dreary,1
1781,drive,0
1782,driven,0
1783,drones,1
1784,droop,1
1785,drought,1
1786,drowning,1
1787,drunk,1
1788,drunkard,1
1789,drunken,1
1790,dubious,1
1791,dubiously,1
1792,dubitable,1
1793,dud,1
1794,dull,1
1795,dullard,1
1796,dumb,1
1797,dumbfound,1
1798,dumbfounded,1
1799,dummy,1
1800,dump,1
1801,dunce,1
1802,dungeon,1
1803,dungeons,1
1804,dupe,1
1805,durable,0
1806,durability,0
1807,dusty,1
1808,dwindle,1
1809,dwindling,1
1810,dynamic,0
1811,dying,1
1812,eager,0
1813,eagerly,0
1814,eagerness,0
1815,earnest,0
1816,earnestly,0
1817,earnestness,0
1818,earsplitting,1
1819,ease,0
1820,easier,0
1821,easiest,0
1822,easily,0
1823,easiness,0
1824,easy,0
1825,easygoing,0
1826,ebullience,0
1827,ebullient,0
1828,ebulliently,0
1829,eccentric,1
1830,eccentricity,1
1831,eclectic,0
1832,economical,0
1833,ecstasies,0
1834,ecstasy,0
1835,ecstatic,0
1836,ecstatically,0
1837,edgy,1
1838,edify,0
1839,educable,0
1840,educated,0
1841,educational,0
1842,effective,0
1843,effectiveness,0
1844,effectual,0
1845,efficacious,0
1846,efficiency,0
1847,efficient,0
1848,effigy,1
1849,effortless,0
1850,effortlessly,0
1851,effrontery,1
1852,effusion,0
1853,effusive,0
1854,effusively,0
1855,effusiveness,0
1856,egalitarian,0
1857,ego,1
1858,egocentric,1
1859,egomania,1
1860,egotism,1
1861,egotistical,1
1862,egotistically,1
1863,egregious,1
1864,egregiously,1
1865,ejaculate,1
1866,elan,0
1867,elate,0
1868,elated,0
1869,elatedly,0
1870,elation,0
1871,election-rigger,1
1872,electrification,0
1873,electrify,0
1874,elegance,0
1875,elegant,0
1876,elegantly,0
1877,elevate,0
1878,elevated,0
1879,eligible,0
1880,eliminate,1
1881,elimination,1
1882,elite,0
1883,eloquence,0
1884,eloquent,0
1885,eloquently,0
1886,emaciated,1
1887,emancipate,0
1888,emasculate,1
1889,embarrass,1
1890,embarrassing,1
1891,embarrassingly,1
1892,embarrassment,1
1893,embattled,1
1894,embellish,0
1895,embolden,0
1896,embrace,0
1897,embroil,1
1898,embroiled,1
1899,embroilment,1
1900,eminence,0
1901,eminent,0
1902,emotional,1
1903,empathize,1
1904,empathy,1
1905,emphatic,1
1906,emphatically,1
1907,empower,0
1908,empowerment,0
1909,emptiness,1
1910,empty,1
1911,enable,0
1912,enchant,0
1913,enchanted,0
1914,enchanting,0
1915,enchantingly,0
1916,encourage,0
1917,encouragement,0
1918,encouraging,0
1919,encouragingly,0
1920,encroach,1
1921,encroachment,1
1922,endanger,1
1923,endear,0
1924,endearing,0
1925,endless,1
1926,endorse,0
1927,endorsement,0
1928,endorser,0
1929,endurable,0
1930,endure,0
1931,enduring,0
1932,enemies,1
1933,enemy,1
1934,energetic,0
1935,energize,0
1936,enervate,1
1937,enfeeble,1
1938,enflame,1
1939,engaging,0
1940,engrossing,0
1941,engulf,1
1942,enhance,0
1943,enhanced,0
1944,enhancement,0
1945,enjoin,1
1946,enjoy,0
1947,enjoyable,0
1948,enjoyably,0
1949,enjoyment,0
1950,enlighten,0
1951,enlightenment,0
1952,enliven,0
1953,enmity,1
1954,ennoble,0
1955,enormities,1
1956,enormity,1
1957,enormous,1
1958,enormously,1
1959,enrage,1
1960,enraged,1
1961,enrapt,0
1962,enrapture,0
1963,enraptured,0
1964,enrich,0
1965,enrichment,0
1966,enslave,1
1967,ensure,0
1968,entangle,1
1969,entanglement,1
1970,enterprising,0
1971,entertain,0
1972,entertaining,0
1973,enthral,0
1974,enthrall,0
1975,enthralled,0
1976,enthuse,0
1977,enthusiasm,0
1978,enthusiast,0
1979,enthusiastic,0
1980,enthusiastically,0
1981,entice,0
1982,enticing,0
1983,enticingly,0
1984,entrance,0
1985,entranced,0
1986,entrancing,0
1987,entrap,1
1988,entrapment,1
1989,entreat,0
1990,entreatingly,0
1991,entrust,0
1992,enviable,0
1993,enviably,0
1994,envious,1
1995,enviously,1
1996,enviousness,1
1997,envision,0
1998,envisions,0
1999,envy,1
2000,epic,0
2001,epidemic,1
2002,epitome,0
2003,equality,0
2004,equitable,0
2005,equivocal,1
2006,eradicate,1
2007,erase,1
2008,erode,1
2009,erosion,1
2010,err,1
2011,errant,1
2012,erratic,1
2013,erratically,1
2014,erroneous,1
2015,erroneously,1
2016,error,1
2017,erudite,0
2018,escapade,1
2019,eschew,1
2020,esoteric,1
2021,essential,0
2022,especially,0
2023,esteem,0
2024,estranged,1
2025,established,0
2026,eternal,1
2027,eternity,0
2028,ethical,0
2029,eulogize,0
2030,euphoria,0
2031,euphoric,0
2032,euphorically,0
2033,evade,1
2034,evasion,1
2035,evasive,1
2036,even,0
2037,evenly,0
2038,eventful,0
2039,everlasting,0
2040,evident,0
2041,evidently,0
2042,evil,1
2043,evildoer,1
2044,evils,1
2045,eviscerate,1
2046,evocative,0
2047,exacerbate,1
2048,exacting,1
2049,exaggerate,1
2050,exaggeration,1
2051,exalt,0
2052,exaltation,0
2053,exalted,0
2054,exaltedly,0
2055,exalting,0
2056,exaltingly,0
2057,exasperate,1
2058,exasperation,1
2059,exasperating,1
2060,exasperatingly,1
2061,exceed,0
2062,exceeding,0
2063,exceedingly,0
2064,excel,0
2065,excellence,0
2066,excellency,0
2067,excellent,0
2068,excellently,0
2069,exceptional,0
2070,exceptionally,0
2071,excessive,1
2072,excessively,1
2073,excite,0
2074,excited,0
2075,excitedly,0
2076,excitedness,0
2077,excitement,0
2078,exciting,0
2079,excitingly,0
2080,exclaim,1
2081,exclude,1
2082,exclusion,1
2083,exclusive,0
2084,excoriate,1
2085,excruciating,1
2086,excruciatingly,1
2087,excusable,0
2088,excuse,1
2089,excuse,0
2090,excuses,1
2091,execrate,1
2092,exemplar,0
2093,exemplary,0
2094,exhaust,1
2095,exhaustion,1
2096,exhaustive,0
2097,exhaustively,0
2098,exhilarate,0
2099,exhilarating,0
2100,exhilaratingly,0
2101,exhilaration,0
2102,exhort,1
2103,exile,1
2104,exonerate,0
2105,exorbitant,1
2106,exorbitantance,1
2107,exorbitantly,1
2108,expansive,0
2109,expedient,1
2110,expediencies,1
2111,expel,1
2112,expensive,1
2113,experienced,0
2114,expert,0
2115,expertly,0
2116,expire,1
2117,explicit,0
2118,explicitly,0
2119,explode,1
2120,exploit,1
2121,exploitation,1
2122,expose,1
2123,exposed,1
2124,explosive,1
2125,expressive,0
2126,expropriate,1
2127,expropriation,1
2128,expulse,1
2129,expunge,1
2130,exquisite,0
2131,exquisitely,0
2132,exterminate,1
2133,extermination,1
2134,extinguish,1
2135,extol,0
2136,extoll,0
2137,extort,1
2138,extortion,1
2139,extraneous,1
2140,extraordinarily,0
2141,extraordinary,0
2142,extravagance,1
2143,extravagant,1
2144,extravagantly,1
2145,extreme,1
2146,extremely,1
2147,extremism,1
2148,extremist,1
2149,extremists,1
2150,exuberance,0
2151,exuberant,0
2152,exuberantly,0
2153,exult,0
2154,exultation,0
2155,exultingly,0
2156,fabricate,1
2157,fabrication,1
2158,fabulous,0
2159,fabulously,0
2160,facetious,1
2161,facetiously,1
2162,facilitate,0
2163,fading,1
2164,fail,1
2165,failing,1
2166,failure,1
2167,failures,1
2168,faint,1
2169,fainthearted,1
2170,fair,0
2171,fairly,0
2172,fairness,0
2173,faith,0
2174,faithful,0
2175,faithfully,0
2176,faithfulness,0
2177,faithless,1
2178,fake,1
2179,fall,1
2180,fallacies,1
2181,fallacious,1
2182,fallaciously,1
2183,fallaciousness,1
2184,fallacy,1
2185,fallout,1
2186,FALSE,1
2187,falsehood,1
2188,falsely,1
2189,falsify,1
2190,falter,1
2191,famed,0
2192,fame,0
2193,famine,1
2194,famished,1
2195,famous,0
2196,famously,0
2197,fanatic,1
2198,fanatical,1
2199,fanatically,1
2200,fanaticism,1
2201,fanatics,1
2202,fanciful,1
2203,fancy,0
2204,fanfare,0
2205,fantastic,0
2206,fantastically,0
2207,fantasy,0
2208,far-fetched,1
2209,farfetched,1
2210,farce,1
2211,farcical,1
2212,farcical-yet-provocative,1
2213,farcically,1
2214,farsighted,0
2215,fascinate,0
2216,fascinating,0
2217,fascinatingly,0
2218,fascination,0
2219,fascism,1
2220,fascist,1
2221,fashionable,0
2222,fashionably,0
2223,fast-growing,0
2224,fast-paced,0
2225,fastest-growing,0
2226,fastidious,1
2227,fastidiously,1
2228,fastuous,1
2229,fat,1
2230,fatal,1
2231,fatalistic,1
2232,fatalistically,1
2233,fatally,1
2234,fateful,1
2235,fatefully,1
2236,fathom,0
2237,fathomless,1
2238,fatigue,1
2239,fatty,1
2240,fatuity,1
2241,fatuous,1
2242,fatuously,1
2243,fault,1
2244,faulty,1
2245,favor,0
2246,favorable,0
2247,favored,0
2248,favorite,0
2249,fawningly,1
2250,favour,0
2251,faze,1
2252,fear,1
2253,fearful,1
2254,fearfully,1
2255,fearless,0
2256,fearlessly,0
2257,fears,1
2258,fearsome,1
2259,feasible,0
2260,feasibly,0
2261,feat,0
2262,featly,0
2263,feckless,1
2264,feeble,1
2265,feeblely,1
2266,feebleminded,1
2267,feign,1
2268,feint,1
2269,feisty,0
2270,felicitate,0
2271,felicitous,0
2272,felicity,0
2273,fell,1
2274,felon,1
2275,felonious,1
2276,ferocious,1
2277,ferociously,1
2278,ferocity,1
2279,fertile,0
2280,fervent,0
2281,fervently,0
2282,fervid,0
2283,fervidly,0
2284,fervor,0
2285,feverish,1
2286,festive,0
2287,fetid,1
2288,fever,1
2289,fiasco,1
2290,fiat,1
2291,fib,1
2292,fibber,1
2293,fickle,1
2294,fiction,1
2295,fictional,1
2296,fictitious,1
2297,fidelity,0
2298,fidget,1
2299,fidgety,1
2300,fiend,1
2301,fiendish,1
2302,fierce,1
2303,fiery,0
2304,fight,1
2305,figurehead,1
2306,filth,1
2307,filthy,1
2308,finagle,1
2309,fine,0
2310,fine,1
2311,finely,0
2312,first-class,0
2313,first-rate,0
2314,fissures,1
2315,fist,1
2316,fit,0
2317,fitting,0
2318,flabbergast,1
2319,flabbergasted,1
2320,flagging,1
2321,flagrant,1
2322,flagrantly,1
2323,flair,0
2324,flak,1
2325,flake,1
2326,flakey,1
2327,flaky,1
2328,flame,0
2329,flash,1
2330,flashy,1
2331,flat-out,1
2332,flatter,0
2333,flattering,0
2334,flatteringly,0
2335,flaunt,1
2336,flaw,1
2337,flaws,1
2338,flawed,1
2339,flawless,0
2340,flawlessly,0
2341,fleer,1
2342,fleeting,1
2343,flexible,0
2344,flighty,1
2345,flimflam,1
2346,flimsy,1
2347,flirt,1
2348,flirty,1
2349,floored,1
2350,flounder,1
2351,floundering,1
2352,flourish,0
2353,flourishing,0
2354,flout,1
2355,fluent,0
2356,fluster,1
2357,foe,1
2358,fond,0
2359,fondly,0
2360,fondness,0
2361,fool,1
2362,foolhardy,1
2363,foolish,1
2364,foolishly,1
2365,foolishness,1
2366,foolproof,0
2367,forbid,1
2368,forbidden,1
2369,forbidding,1
2370,force,1
2371,forceful,1
2372,foreboding,1
2373,forebodingly,1
2374,foremost,0
2375,foresight,0
2376,forfeit,1
2377,forgave,0
2378,forged,1
2379,forget,1
2380,forgetful,1
2381,forgetfully,1
2382,forgetfulness,1
2383,forgive,0
2384,forgiven,0
2385,forgiveness,0
2386,forgiving,0
2387,forgivingly,0
2388,forlorn,1
2389,forlornly,1
2390,formidable,1
2391,forsake,1
2392,forsaken,1
2393,forswear,1
2394,fortitude,0
2395,fortuitous,0
2396,fortuitously,0
2397,fortunate,0
2398,fortunately,0
2399,fortune,0
2400,foul,1
2401,foully,1
2402,foulness,1
2403,fractious,1
2404,fractiously,1
2405,fracture,1
2406,fragile,1
2407,fragmented,1
2408,fragrant,0
2409,frail,1
2410,frank,0
2411,frantic,1
2412,frantically,1
2413,franticly,1
2414,fraternize,1
2415,fraud,1
2416,fraudulent,1
2417,fraught,1
2418,freak,1
2419,freakish,1
2420,freakishly,1
2421,frazzle,1
2422,frazzled,1
2423,free,0
2424,freedom,0
2425,freedoms,0
2426,frenetic,1
2427,frenetically,1
2428,frenzied,1
2429,frenzy,1
2430,fresh,0
2431,fret,1
2432,fretful,1
2433,friction,1
2434,frictions,1
2435,friend,0
2436,friendliness,0
2437,friendly,0
2438,friends,0
2439,friendship,0
2440,friggin,1
2441,fright,1
2442,frighten,1
2443,frightening,1
2444,frighteningly,1
2445,frightful,1
2446,frightfully,1
2447,frigid,1
2448,frivolous,1
2449,frolic,0
2450,frown,1
2451,frozen,1
2452,fruitful,0
2453,fruitless,1
2454,fruitlessly,1
2455,fumble,1
2456,fun,1
2457,frustrate,1
2458,frustrated,1
2459,frustrating,1
2460,frustratingly,1
2461,frustration,1
2462,fudge,1
2463,fugitive,1
2464,fulfillment,0
2465,full-blown,1
2466,full-fledged,0
2467,fulminate,1
2468,fume,1
2469,fun,0
2470,functional,0
2471,fundamentalism,1
2472,funny,0
2473,furious,1
2474,furiously,1
2475,furor,1
2476,fury,1
2477,fuss,1
2478,fustigate,1
2479,fussy,1
2480,fusty,1
2481,futile,1
2482,futilely,1
2483,futility,1
2484,fuzzy,1
2485,gabble,1
2486,gaff,1
2487,gaffe,1
2488,gaiety,0
2489,gaily,0
2490,gain,0
2491,gainful,0
2492,gainfully,0
2493,gainsay,1
2494,gainsayer,1
2495,gaga,1
2496,gaggle,1
2497,gall,1
2498,gallant,0
2499,gallantly,0
2500,galling,1
2501,gallingly,1
2502,galore,0
2503,gamble,1
2504,game,1
2505,gape,1
2506,garbage,1
2507,garish,1
2508,gasp,1
2509,gauche,1
2510,gaudy,1
2511,gawk,1
2512,gawky,1
2513,geezer,1
2514,gem,0
2515,gems,0
2516,generosity,0
2517,generous,0
2518,generously,0
2519,genial,0
2520,genius,0
2521,genocide,1
2522,gentle,0
2523,genuine,0
2524,germane,0
2525,get-rich,1
2526,ghastly,1
2527,ghetto,1
2528,gibber,1
2529,gibberish,1
2530,gibe,1
2531,giddy,0
2532,gifted,0
2533,glad,0
2534,gladden,0
2535,gladly,0
2536,gladness,0
2537,glamorous,0
2538,glare,1
2539,glaring,1
2540,glaringly,1
2541,glee,0
2542,gleeful,0
2543,gleefully,0
2544,glib,1
2545,glibly,1
2546,glimmer,0
2547,glimmering,0
2548,glisten,0
2549,glistening,0
2550,glitch,1
2551,glitter,0
2552,gloatingly,1
2553,gloom,1
2554,gloomy,1
2555,glorify,0
2556,glorious,0
2557,gloriously,0
2558,glory,0
2559,gloss,1
2560,glossy,0
2561,glow,0
2562,glower,1
2563,glowing,0
2564,glowingly,0
2565,glum,1
2566,glut,1
2567,gnawing,1
2568,go-ahead,0
2569,goad,1
2570,goading,1
2571,god-awful,1
2572,god-given,0
2573,goddam,1
2574,goddamn,1
2575,godlike,0
2576,gold,0
2577,golden,0
2578,good,0
2579,goodly,0
2580,goodness,0
2581,goodwill,0
2582,goof,1
2583,gorgeous,0
2584,gorgeously,0
2585,gossip,1
2586,grace,0
2587,graceful,0
2588,gracefully,0
2589,graceless,1
2590,gracelessly,1
2591,gracious,0
2592,graciously,0
2593,graciousness,0
2594,graft,1
2595,grail,0
2596,grand,0
2597,grandeur,0
2598,grandiose,1
2599,grapple,1
2600,grate,1
2601,grateful,0
2602,gratefully,0
2603,gratification,0
2604,gratify,0
2605,gratifying,0
2606,gratifyingly,0
2607,grating,1
2608,gratitude,0
2609,gratuitous,1
2610,gratuitously,1
2611,grave,1
2612,gravely,1
2613,great,0
2614,greatest,0
2615,greatness,0
2616,greed,1
2617,greedy,1
2618,greet,0
2619,grief,1
2620,grievance,1
2621,grievances,1
2622,grieve,1
2623,grieving,1
2624,grievous,1
2625,grievously,1
2626,grill,1
2627,grim,1
2628,grimace,1
2629,grin,0
2630,grind,1
2631,gripe,1
2632,grisly,1
2633,grit,0
2634,gritty,1
2635,groove,0
2636,gross,1
2637,grossly,1
2638,grotesque,1
2639,grouch,1
2640,grouchy,1
2641,groundbreaking,0
2642,groundless,1
2643,grouse,1
2644,growl,1
2645,grudge,1
2646,grudges,1
2647,grudging,1
2648,grudgingly,1
2649,gruesome,1
2650,gruesomely,1
2651,gruff,1
2652,grumble,1
2653,guarantee,0
2654,guardian,0
2655,guidance,0
2656,guile,1
2657,guilt,1
2658,guiltless,0
2659,guilty,1
2660,guiltily,1
2661,gullible,1
2662,gush,0
2663,gumption,0
2664,gusto,0
2665,gutsy,0
2666,haggard,1
2667,haggle,1
2668,hail,0
2669,halcyon,0
2670,hale,0
2671,halfhearted,1
2672,halfheartedly,1
2673,hallowed,0
2674,hallucinate,1
2675,hallucination,1
2676,hamper,1
2677,hamstring,1
2678,hamstrung,1
2679,handicapped,1
2680,handily,0
2681,handsome,0
2682,handy,0
2683,hanker,0
2684,hapless,1
2685,haphazard,1
2686,happily,0
2687,happiness,0
2688,happy,0
2689,harangue,1
2690,harass,1
2691,harassment,1
2692,harboring,1
2693,harbors,1
2694,hard,1
2695,hard-hit,1
2696,hard-line,1
2697,hard-liner,1
2698,hard-working,0
2699,hardball,1
2700,harden,1
2701,hardened,1
2702,hardheaded,1
2703,hardhearted,1
2704,hardier,0
2705,hardliner,1
2706,hardliners,1
2707,hardly,1
2708,hardship,1
2709,hardships,1
2710,hardy,0
2711,harm,1
2712,harmful,1
2713,harmless,0
2714,harmonious,0
2715,harmoniously,0
2716,harmonize,0
2717,harmony,0
2718,harms,1
2719,harpy,1
2720,harridan,1
2721,harried,1
2722,harrow,1
2723,harsh,1
2724,harshly,1
2725,hassle,1
2726,haste,1
2727,hasty,1
2728,hate,1
2729,hater,1
2730,hateful,1
2731,hatefully,1
2732,hatefulness,1
2733,haughtily,1
2734,haughty,1
2735,hatred,1
2736,haunt,1
2737,haunting,1
2738,haven,0
2739,havoc,1
2740,hawkish,1
2741,hazard,1
2742,hazardous,1
2743,hazy,1
2744,headache,1
2745,headaches,1
2746,headway,0
2747,heady,0
2748,heal,0
2749,healthful,0
2750,healthy,0
2751,heart,0
2752,heartbreak,1
2753,heartbreaker,1
2754,heartbreaking,1
2755,heartbreakingly,1
2756,hearten,0
2757,heartening,0
2758,heartfelt,0
2759,heartily,0
2760,heartless,1
2761,heartrending,1
2762,heartwarming,0
2763,heathen,1
2764,heaven,0
2765,heavenly,0
2766,heavily,1
2767,heavy-handed,1
2768,heavyhearted,1
2769,heck,1
2770,heckle,1
2771,hectic,1
2772,hedge,1
2773,hedonistic,1
2774,heedless,1
2775,hegemonism,1
2776,hegemonistic,1
2777,hegemony,1
2778,heinous,1
2779,hell,1
2780,hell-bent,1
2781,hellion,1
2782,help,0
2783,helpful,0
2784,helpless,1
2785,helplessly,1
2786,helplessness,1
2787,herald,0
2788,heresy,1
2789,heretic,1
2790,heretical,1
2791,hero,0
2792,heroic,0
2793,heroically,0
2794,heroine,0
2795,heroize,0
2796,heros,0
2797,hesitant,1
2798,hideous,1
2799,hideously,1
2800,hideousness,1
2801,high-quality,0
2802,highlight,0
2803,hilarious,0
2804,hilariously,0
2805,hilariousness,0
2806,hilarity,0
2807,hinder,1
2808,hindrance,1
2809,historic,0
2810,hoard,1
2811,hoax,1
2812,hobble,1
2813,hole,1
2814,hollow,1
2815,holy,0
2816,homage,0
2817,honest,0
2818,honestly,0
2819,honesty,0
2820,honeymoon,0
2821,honor,0
2822,honorable,0
2823,hoodwink,1
2824,hope,0
2825,hopeful,0
2826,hopefully,0
2827,hopefulness,0
2828,hopeless,1
2829,hopelessly,1
2830,hopelessness,1
2831,hopes,0
2832,horde,1
2833,horrendous,1
2834,horrendously,1
2835,horrible,1
2836,horribly,1
2837,horrid,1
2838,horrific,1
2839,horrifically,1
2840,horrify,1
2841,horrifying,1
2842,horrifyingly,1
2843,horror,1
2844,horrors,1
2845,hospitable,0
2846,hostage,1
2847,hostile,1
2848,hostilities,1
2849,hostility,1
2850,hot,0
2851,hothead,1
2852,hotheaded,1
2853,hotbeds,1
2854,hothouse,1
2855,hubris,1
2856,huckster,1
2857,hug,0
2858,humane,0
2859,humanists,0
2860,humanity,0
2861,humankind,0
2862,humble,0
2863,humbling,1
2864,humiliate,1
2865,humiliating,1
2866,humiliation,1
2867,humility,0
2868,humor,0
2869,humorous,0
2870,humorously,0
2871,humour,0
2872,humourous,0
2873,hunger,1
2874,hungry,1
2875,hurt,1
2876,hurtful,1
2877,hustler,1
2878,hypocrisy,1
2879,hypocrite,1
2880,hypocrites,1
2881,hypocritical,1
2882,hypocritically,1
2883,hysteria,1
2884,hysteric,1
2885,hysterical,1
2886,hysterically,1
2887,hysterics,1
2888,icy,1
2889,ideal,0
2890,idealism,0
2891,idealist,0
2892,idealize,0
2893,ideally,0
2894,idiocies,1
2895,idiocy,1
2896,idiot,1
2897,idiotic,1
2898,idiotically,1
2899,idiots,1
2900,idle,1
2901,idol,0
2902,idolize,0
2903,idolized,0
2904,idyllic,0
2905,ignoble,1
2906,ignominious,1
2907,ignominiously,1
2908,ignominy,1
2909,ignore,1
2910,ignorance,1
2911,ignorant,1
2912,ill,1
2913,ill-advised,1
2914,ill-conceived,1
2915,ill-fated,1
2916,ill-favored,1
2917,ill-mannered,1
2918,ill-natured,1
2919,ill-sorted,1
2920,ill-tempered,1
2921,ill-treated,1
2922,ill-treatment,1
2923,ill-usage,1
2924,ill-used,1
2925,illegal,1
2926,illegally,1
2927,illegitimate,1
2928,illicit,1
2929,illiquid,1
2930,illiterate,1
2931,illness,1
2932,illogic,1
2933,illogical,1
2934,illogically,1
2935,illuminate,0
2936,illuminati,0
2937,illuminating,0
2938,illumine,0
2939,illusion,1
2940,illusions,1
2941,illusory,1
2942,illustrious,0
2943,imaginary,1
2944,imaginative,0
2945,imbalance,1
2946,imbecile,1
2947,imbroglio,1
2948,immaculate,0
2949,immaculately,0
2950,immaterial,1
2951,immature,1
2952,imminence,1
2953,imminent,1
2954,imminently,1
2955,immobilized,1
2956,immoderate,1
2957,immoderately,1
2958,immodest,1
2959,immoral,1
2960,immorality,1
2961,immorally,1
2962,immovable,1
2963,impair,1
2964,impaired,1
2965,impartial,0
2966,impartiality,0
2967,impartially,0
2968,impasse,1
2969,impassioned,0
2970,impassive,1
2971,impatience,1
2972,impatient,1
2973,impatiently,1
2974,impeach,1
2975,impeccable,0
2976,impeccably,0
2977,impede,1
2978,impedance,1
2979,impediment,1
2980,impel,0
2981,impending,1
2982,impenitent,1
2983,imperfect,1
2984,imperfectly,1
2985,imperial,0
2986,imperialist,1
2987,imperil,1
2988,imperious,1
2989,imperiously,1
2990,impermissible,1
2991,impersonal,1
2992,impertinent,1
2993,imperturbable,0
2994,impervious,0
2995,impetuous,1
2996,impetuously,1
2997,impetus,0
2998,impiety,1
2999,impinge,1
3000,impious,1
3001,implacable,1
3002,implausible,1
3003,implausibly,1
3004,implicate,1
3005,implication,1
3006,implode,1
3007,impolite,1
3008,impolitely,1
3009,impolitic,1
3010,importance,0
3011,important,0
3012,importantly,0
3013,importunate,1
3014,importune,1
3015,impose,1
3016,imposers,1
3017,imposing,1
3018,imposition,1
3019,impossible,1
3020,impossiblity,1
3021,impossibly,1
3022,impotent,1
3023,impoverish,1
3024,impoverished,1
3025,impractical,1
3026,imprecate,1
3027,imprecise,1
3028,imprecisely,1
3029,imprecision,1
3030,impregnable,0
3031,impress,0
3032,impression,0
3033,impressions,0
3034,impressive,0
3035,impressively,0
3036,impressiveness,0
3037,imprison,1
3038,imprisonment,1
3039,improbability,1
3040,improbable,1
3041,improbably,1
3042,improper,1
3043,improperly,1
3044,impropriety,1
3045,improving,0
3046,improve,0
3047,improved,0
3048,improvement,0
3049,improvise,0
3050,imprudence,1
3051,imprudent,1
3052,impudence,1
3053,impudent,1
3054,impudently,1
3055,impugn,1
3056,impulsive,1
3057,impulsively,1
3058,impunity,1
3059,impure,1
3060,impurity,1
3061,inability,1
3062,inaccessible,1
3063,inaccuracy,1
3064,inaccuracies,1
3065,inaccurate,1
3066,inaccurately,1
3067,inaction,1
3068,inactive,1
3069,inadequacy,1
3070,inadequate,1
3071,inadequately,1
3072,inadverent,1
3073,inadverently,1
3074,inadvisable,1
3075,inadvisably,1
3076,inalienable,0
3077,inane,1
3078,inanely,1
3079,inappropriate,1
3080,inappropriately,1
3081,inapt,1
3082,inaptitude,1
3083,inarticulate,1
3084,inattentive,1
3085,incapable,1
3086,incapably,1
3087,incautious,1
3088,incendiary,1
3089,incense,1
3090,incessant,1
3091,incessantly,1
3092,incisive,0
3093,incisively,0
3094,incisiveness,0
3095,incite,1
3096,incitement,1
3097,incivility,1
3098,inclement,1
3099,inclination,0
3100,inclinations,0
3101,inclined,0
3102,inclusive,0
3103,incognizant,1
